Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
"The 6,666 innocent lives taken since abortion became legal, or the increase in suicide deaths from effects of lockdown gets no discussion. 

Either life matters or it doesn't. 

It's clear that this shower of WHO bootlickers don't give a damn about us.",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1290753720448421892
:notes::arrow_forward:So fine @crayonthis   On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1281955794611843073
:notes::arrow_forward:By any means @wale @MeekMill @rickross On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1287002037318815745
:notes::arrow_forward:Problem #kaptain   On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1287017926407655424
"“Every morning starts a new page in your story. Make it a great one today” ― Good Morning All
#TuesdayMorning 
#IndiaFightsCorona",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1287904018845458432
:notes::arrow_forward:Financial woman @phynofino @PeterPsquare  On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1280527454206078976
@charliekirk11 Agreed!,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",pos,1286134509407264768
@UncleRobTrump Then Uncle,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1288552210561814529
@robbystarbuck @realDonaldTrump @SenatorBoxer @dccc There is a cure and it can be prevented :rage:,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287959887566090240
I am so sad I didn’t get to go see Winnie the Pooh at Epcot with his cute little butterfly net. :pleading_face:,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283563426942459905
"You :backhand_index_pointing_right_medium-light_skin_tone:----------5KM ----------:backhand_index_pointing_left_medium-light_skin_tone: Me.

Stay at home. 

#StayHome #IStandWithDan",neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1289886013750300672
@MZukoff @catherinesdad86 @equalandallied1 @JR62211405 @ScottGottliebMD I’m sorry you seem to think the sky is falling.,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1284355368521531394
@Lady_Di_66 We should be,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1290075899879071746
:notes::arrow_forward:Legalize @SugarboyGWW   On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1281951197860167681
:notes::arrow_forward:Billionaire @TeniEntertainer  On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1288511854575259655
:notes::arrow_forward:Doings @ChinkoTiger @Zlatan_Ibile   On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1290665765939576834
@DJDeMario1 As if Cuban cares about the welfare of any Americans! Where’s his mask? #Trump2020,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1278408324690690048
:notes::arrow_forward:Party @MasterKGsa @makhadzi  On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1278005767367507968
"There is soooo much I just pray everyone will pray and help each other as much as possible, we don't know what's next forreal!!!!",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1290761396863606785
"@OskidoIBelieve is on FIRE :fire::fire::fire: 
G.O.A.T :goat::goat::goat: #LockdownHouseParty",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1281658348505649153
:notes::arrow_forward:Cha cha remix @iammrsongz @Zlatan_Ibile On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1285575366845890562
"#Breaking: With each passing day the Coronavirus death rate in the United States is dropping. This suggest Coronavirus is changing into a less lethal virus as time goes by. Spike in cases hasn't increased the death rate, it has lowered it.",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1285562283918319617
"Missing the days when the only masks we wore were our happy faces!!

",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1277141164676636672
"@ChuckCallesto Facemask conundrum! :scream: Which one? #MAGA, #BackTheBlue, or :flag_for_United_States:?",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1287628257018277888
Our Friday night consists of a Las Vegas themed puzzle and forensic files :smiling_face_with_3_hearts:,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1289389022293274625
:notes::arrow_forward:Banging @iamdjttb @iRuntown @phynofino  On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1280860780129398784
:notes::arrow_forward:Xcellent @walshyfire @Iceprincezamani @MasickaMusic  On #BREAKETIMESHOW @Archchildify @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1280828355366002688
"“Safe na ba kumain sa labas?”
.
The fact that you’re doubting if it’s safe simply means it’s not. There are protocols / recommendations in place to DECREASE the risk, but this does NOT decrease the risk to ZERO. 
.",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282145164056616960
"@abcperth @GeoffHutchison I cannot believe you are giving people like this air time. FFS, is she aware there is a global pandemic and the US is one of the worst affected? Do better, this is pathetic",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1280791691029385216
:notes::arrow_forward:Money remix @Officialsoft_ @wizkidayo On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1280863375497596928
The #GreenList is just daft.,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1285900422503440384
@njdotcom Teachers are going to protest themselves into obsolescence.,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289176553390137344
:notes::arrow_forward:Lucid dreams @JuiceWorlddd On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1288492790268166144
"@Reuters Excellent, shouldn't have re-started in the first place",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1287352976416202752
"@Debra4KAG time to expose gavin newsom....for what he is, a militant anti-American

#fraud #NoMasks #EndTheNightmare",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283659894575362049
"Follow me and i'll follow back ASAP....
#NewProfilePic #Esther #Buhari #fearwomen #thursdaymorning  ",neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1278627344694022147
"What you think, you become.
What you feel, you attract. 
What you imagine, you create.
#thinkpositivie
#feelgood",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1283628429716393984
:notes::arrow_forward:Try me @temsbaby  On #BREAKETIMESHOW @Archchildify @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1283364074252914688
@JackLinFLL I strongly feel they are fucking around with our lives for their greed. And a very strong fuck you goes to those who are playing with our lives . NO MAS.,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1285017317018148864
Happening is what we see...But wt gonna happen can't even Imagine:pensive:...,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289235229694033920
:notes::arrow_forward:Area to the world @erigganewmoney @victor_adere On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1285241332445872129
:notes::arrow_forward:Power @elliegoulding   On #BREAKETIMESHOW @Archchildify @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1283365282933886977
@boy_bicycle Totally agree... I think it is disgusting that they arrested him,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1281384334985920514
@dougducey: new executive order to limit indoor dining to less than 50% occupancy. It is safer to “eat outside” #covid19,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1281353976609271808
"ALL DAWGS 
ALL DAY!!!
#GODAWGS 
#NCAAFootball 
#SEC",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1285401300595871744
:notes::arrow_forward:Bad influence @omah_lay  On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1287018655046410240
Victorian man fined $1652 for travelling 30km to get butter chicken  #CovidVic #lockdown,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1284641083117330435
:notes::arrow_forward:Energized @Yung6ix   On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1287016899583385606
@GovernmentZA Fuckoff you bunch of communists. This isnt North Korea.,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1285908922495164416
:notes::arrow_forward:Find a bae @iamkissdaniel On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1288500520462815234
@Winners786 @yeahokisee @Alene_S @BuckeyeCanuck @SquirrelNut5 @baby_phyllis @KrystalWaterfor @MattWtexas @DSwingline @WendyBias @ninjadad06 @ZzzzWeaver @ARStooge @bratz5321 Thank you!,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",pos,1283293506119757824
:notes::arrow_forward:Something for something @iamdbanj @cassper_nyovest On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1285935791684845568
"@DrRPNishank #cancelcompartmentexam2020 
Sir Please cancel compartment exam class 12  over all subject  67% but math me 3 number kam hai
 @DrRPNishank 
@narendramodi 
@HRDMinistry",neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1285436312112095232
:notes::arrow_forward:Jam @wizkidayo @ChronixxMusic On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1285959109456670721
:notes::arrow_forward:Call @joeboyofficial On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1283066774456598528
@ontarioisproud Yes!!!! Like months ago.,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1290751468492992515
"It doesnt matter who you are,When God says its your time to be blessed,Indeed it is.,
#CoronavirusPandemic",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1283250984072949760
:notes::arrow_forward:Mj @Badboytimz  On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1289575616518397952
#OldhamHour #COVID19 Oldham on the news @BBCWorld,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1288360350803464193
:notes::arrow_forward:Basketball lover @tiran_music    On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1289570713729413121
:notes::arrow_forward:No limit @G_Eazy @asvpxrocky @iamcardib   On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1289546291001794565
@GovMikeDeWine Keep your health advice to yourself. You’re not a doctor,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1280991164963926016
"Are you shopping less in stores (&amp; more online) because of the corona virus?
#coronavirus 
#shoponline",neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1283308332946616322
"@ArtValley818 Because it works fast, it's cheap, and nearly 100% effective.",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1287986705627136000
"@GMB I’ll go further, explore the beauty of your local area. The parks, the walks, the museums, the art galleries within, say, an hour’s drive",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1288015617384230914
"this year was pretty much as waste 

Thanks #china",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1285541473530847232
"@realDonaldTrump Good morning, Mr. President!
Come back to NH very soon!! :flag_for_United_States:  We’re waiting on you.",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1285522734253056000
"If it's not essential, please",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1290792302277869568
:notes::arrow_forward:Pary for a key @1future    On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1289545213954990081
@mjrowland68 NSW needs to,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1289813659523268608
"@byesabreena @byeayeshaa Happy Birthday Sabreena :heart::birthday:
Wish you have a good day though it's Corona out:mask:..
#happybirthdaysabreena",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1281925145129447424
:notes::arrow_forward:Top of your matter @wizkidayo  On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1285974593925259264
@iam_johnw What’s with you’all never learning the lesson of jumping to conclusions. The dog pile thing is really ugly. You might want to work on that. This is just the beginning of folks losing it. We best have some empathy for the tragic back story we know nothing about :woman_facepalming_selector:,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1277287585182650368
@djcalworldwide #Thankx yall! Hope ur all,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",pos,1281413454558048257
:notes::arrow_forward:Holy grail @Kid_Ink   On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1287004145166290944
:notes::arrow_forward:Dey alright @IamVenox   On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1277996565328736262
:notes::arrow_forward:Skank and rave @KingBeenieMan #dingdong  On #BREAKETIMESHOW @Archchildify @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1285902578195275776
"Trump actually doesn't have the power to cut funding to schools . Just another on of those fun facts one would learn in the fourth year of their term . 

#RestInPeace",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1281051817510486016
:notes::arrow_forward:Ginger me @heisrema On #BREAKETIMESHOW @Archchildify @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1288443012771717121
"@GovAbbott You’re falling for the trap that democrats &amp; the media are laying. 

Stop pretening that you are open. Be bold &amp;",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1276673486161928202
:notes::arrow_forward:Somebody @Skiibii @iamkissdaniel  On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1285565286926753792
:notes::arrow_forward:Bahd baddo baddest @falzthebahdguy @davido  On #BREAKETIMESHOW @Archchildify @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1285540480185503744
:notes::arrow_forward:Ibile @lilkeshofficial  On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1278006690865123334
"@bayareahausfrau @GavinNewsom He's trying to force @realDonaldTrump into a huge bailout so he can look generous just in time for his reelection campaign in 22, while looking ahead to a #POTUS run in 24.
All about him.
#RecallGavin2020",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286041967227330561
"Have a great day everyone, today we celebrate #LFCFamily #YNWA",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1285834177020076032
#COVID19  second wave #eastanglia #Council #PeopleDontForget #gov the government  is not doing the #job !!!,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1288744235706077186
"How many ""righteous"" BLM protesters will there be when the unemployment checks run out?",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1277649830672818178
"@emmaheath94 @57Sapphire @auricules @RandyE93191310 @RandPaul ""Fuck the ppl who've died I guess?"" is the stupidest comment I've seen so far. How many degrees did it take you to come up with that question?",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283568232859938816
:notes::arrow_forward:Calling @solidstarisoko   On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1289569585696395275
@tracybeanz The tests are not narrow enough. All Covid viruses are positives. The swabs? Are they tainted? The testers? Are they biased?,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287745993866219521
"@priestessofcups @RealLibbyFaddis I misread your tweet. Obviously kids in restaurants. Butfar fewer adults in schools. Point stands.

BUT...",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1283548331139051520
:notes::arrow_forward:Love riddim remix @Rotimi @akon On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1280881259904995329
@SenSanders It means that they are lazy bums and don’t want to go to work. No Federal unemployment benefits,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1288584288477347840
"#cbseresults2020 has been announced students who got good marks congratulations and who don't score good marks don't be sad just think only once a legend said that a single sheet if paper cannot decide urs future #wellwishes to all 
Have a birght future",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1283349915549065218
@_DavidUquillas Thanks for following! #WritingCommunity #WearAMask,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1289721426233171970
:notes::arrow_forward:Options @ReekadoBanks @parkerighile On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1283067785317363712
"@BBCNews if anyone finds the plot please send it back to 10 downing street, London. Please search for it urgently as the current resident is in desperate need of it. Currently destroying the UK economy and the sanity of thousands of people.",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289162114582667265
@sumalathaA Get well soon amma becouse your health is our wealth.,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1280397248203907072
:notes::arrow_forward:Net worth @emaonigah    On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1290666828340109312
@PGA_JohnDaly Best wishes John..what a memory #crookedstick @padraig_h withdrew also.... personal responsibility based on circumstances and family cannot be judged...good on you and Padraig..let's look after eachother,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1290399463157182465
"346 #COVID19 positive cases and 128 cases of recovery reported in #Jammu and #Kashmir today. The total number of positive cases in the union territory rises to 11,173 including 6223 recovered cases and 195 deaths Government of Union Territory of JammuKashmir.",neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1283068037264838656
@reasonwillprev2 @LeadSnoozeGuard @adamscrabble From 2019... Suicide is the 2nd leading cause of death in the world for those aged 15-24 years. I have 3 kids in this age group.,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282943040189956096
:notes::arrow_forward:God u r too much @timayatimaya   On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1290659534353072131
@Acosta Now you know. Don't go next time.,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283274862128009218
@swati12425138 If in case it get developed than too it will gonna help upper class only as it will be expensive so rather than wasting time in developing such things they should use the time in vaccine research only. #thoughtsandprayers,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282020924804349952
"So what did Rod Liddle say about wearing a mask? I'm not a Speccie subscriber and can't find the tweet that showed a pic of the article. Has he turned into a BW? 
#COVID__19 #COVID19 #COVID #Covid19UK #COVIDIOTS",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1284810832266788864
"@RedState @AOC's crime explanation ... 

I don't have an issue with what she said, yes, the government (though not mentioned by her) has destroyed people's lives and some have resorted to crime to survive. Now, WTF do you plan on doing about it?",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282485094926737408
"@shfly3424 I'm dead..
I miss the swimming pool.. :heartpulse:
:sob::sob::sob::sob:
:stuck_out_tongue_closed_eyes::joy::joy::joy::joy:",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1288169329855348738
"@MrOlmos @JoshuaPotash Go home you selfish idiots. Are you trying to do Putin's bidding? Are you trying to keep Donald in power?

#EndTheRiots",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286892347289214977
"Corona's reduced me into a creature of routine:
coffee-gardening-cleaning-reading-diner-pray-sleep

REPEAT",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1290788258612420609
@jackmurphylive What does that mean?,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1282847324482547712
"@wilts59 @j0shaxelrod @johnupton Yeah, except if you hold a Black Lives matter sign.",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1277429617083797507
