Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
"EXCUSE ME

WHY IS THERE A LITTLE

666

ON THIS VIRUS TRACKING CHIP

YOU WANT TO STICK IN ME?

#realDonaldTrump #FoxNews #CNN #Election2020 #GOP #Democrats #coronavirus #COVID19 #CoronavirusOutbreak #StayHomeSaveLives #StayHome #FireFauci #FireTrumpNotFauci #DrFauci #KeepFauci",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1249747985937903616
"@realDonaldTrump I better hear from Dr. Fauci again today. You’re killing people with your lies. We’re at war with this virus and you misrepresenting the situation makes you a #WarCriminal 

You will pay for this. 

#coronavirus #DrFauci #Trumpdemic #TrumpRecession #CancelEverything",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1237841284200402945
".@Delicious_Tacos #DrFauci recommends that if we stay home for another 5-6 years, covid-19 will be 99% eradicated...",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1248665918361788417
"@ActionNewsJax 75% of doctors agree that Hydroxychloroquine &amp; Zithromax are an effective treatment for #COVID19. So your poll of Jax residents proves that over 85% of residents are not too, bright if they believe #DrFauci who is against the above drugs being used.  ....",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1247285627391037441
@chuckwoolery Dr. Doom at it again.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281408305735368704
@FoxNews Ok that seals it. This man is delusional.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284674023360802817
@drdavidsamadi @Victor47502531 Fauci is doing is best to keep people unjustly terrified to promote his agenda of promoting a vaccine. Keep in mind he is heavily financially invested in this. #Evil,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281467793855008768
"@kylegriffin1 @MSNBC WHY does Anthony Fauci even still have his job along with worthless @NIHDirector and @CDCDirector ??? WHAT have our TAX Dollars been for all these Decades??? These Doctors have FAILED the UNITED STATES!
3,000,000+ #American Sick &amp; Dying #COVIDー19 #Coronavirus",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1280764463780634624
So for fifty years it has been Fauci's job to get us ready for a pandemic - and - now we are supposed to listen to him criticize a President who has been in office for three years for not being prepared? @ANDmagazine #FireFauci,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289985768702636038
"#nursinghomes and #longtermcare had the most #deaths of #coronavirus 

@OANN 
Everything was obvious from the beginning and still #DrFauci #GovernorDeath #GovernorAndrewCuomo forced them in those facilities! Public officials don't want to ADMIT! YOU KILLED THEM. R/T",fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1261101433925099521
"@realDonaldTrump
 This interview is #EXPLOSIVE!!!  

#DrJudyMikovits #exposes #DrFauci #fraud #theft #greed #corruption #AIDS #viruses #Covid19 #CoronaVirus #Q #QAnon #QArmy #MAGA #KAG #DigitalSoldier #Patriots #GreatAwakening #WWG1WGA #Anons #QPatriots #GodWinsInTheEnd #truth",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1253475707503513600
"Boy. Fauci choked. Saving millions of lives across multiple decades? Easy.

Throwing from a mound with the weight of a nation on you? Apparently hard.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286437087600934912
"Dr. Fauci continues to be wrong day after day. Yet, US Senators and the media treat him like a wise king. The doctor put over 20 million Americans out of work based on bogus models. And yet this man — after all of his devastation — still has a job.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282685034479190022
Whatever happend to Dr. Death Fauci? Hospitals will be overwhelmed! #COVID19 #coronavirus #DrFauci #Plandemic,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1270693501009887232
@RealEye67473465 :joy:sounds accurate. But don’t assume -he may have been a trial candidate for the Gates Covid vaccines. #GatesofHell #closethegates,fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283358089140490240
"@thebradfordfile @DanielWikowski :joy::rolling_on_the_floor_laughing::joy: So true! Hell, let's just never #ReopenAmerica :woman_facepalming: #DrFauci the fraud...how many patents/how much stock does he own regarding #Coronavirus #COVID19 vaccines:question: Is #Fauci #InOnIt with #WHO &amp; #BillGates (&amp; now #Madonna :woman_facepalming:):question:

#FollowTheMoney #Soros family involved?",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1261030448244768769
@emilie_anne @lleslie2278 Didn’t trust him from the minute he started with “only vaccine” will get us through.  @realDonaldTrump let the snake in !,fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1285170278461591559
@QTEAM1776 @mr_squeege Bitchin'!!! #BigPharma #Scamdemic #Plandemic #MedicalTyranny #arrestbillgates2020,fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286775498656198656
@MSNBC @Yamiche Fauci has a history of arrogantly misleading people since HIV started when he insisted there would be a quick cure and recently when he insisted masks are ineffective.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289921438208495618
@myjourneymyself Fauci is a deep state fraud...he should have been fired a long time ago!,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284821729945190401
@realDonaldTrump Keep pounding that pulpit!!! And,fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1280800689367789568
Fraud-ci is spinning his bullshit during Jolly @GovNedLamont presser.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290381686971273216
Fauci fuck you,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1278000986888572929
Here is an investigation. Look at Fauci's financial records prior to the China Virus then look at it now! DNC $$$$$ @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @CNN #TrumpTrain2020 #COVID19 #CoVFeFe  #DemocratsHateAmerica,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1260428942030356482
Fauci was all over the news saying #COVID19 wasn’t a threat to Americans in late January he’s a Clinton sycophant #FireTrumpNotFauci you know if he was a republican doc you wouldn’t give a f*ck leftists care more about politics than ppl dying get over yourself,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1249694496142405634
"@IlinetsVicky @itpartytime @funder @JoeBiden Research - Fauci in 2005 promoting Hydroxychloroquine for everything. Trump wants HCQ. Fauci, no. Need tests. Cant use HCQ bc it would make Trump look good. Cant have that!! If you did research, you would find that HCQ would have saved 100,000 lives. Now you're Trump.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287646411614380032
"@WashTimes Given how wrong Dr Fauci was during previous pandemics (SARS, etc) going back almost 40yrs he might just be a quack milking the moment (bad enough) but given his noted love &amp; support for Hillary Clinton he might be trying to steer Trump into political suicide #COVID19 #DrFauci",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1245722561482240002
"@mspeggy50 @DonaldJTrumpJr For YOU &amp; #DrFauci need to look into the eyes of RECOVERED #CoronaVirus patients in America &amp; other Countries for the evidence #Hydroxychloroquine HELPED save their lives. ENOUGH with this Dr. Fauci @Potus, he is all about a VACCINE 12+ months away &amp; NOT about SAVING LIVES NOW!:wave:",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1246118885927129090
The fact that Pelosi LOVES Fauci and HATES Birx tells you everything.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290165583334576129
"@thejuliaeffect @realDonaldTrump Monday, April 13, 2020
Throwing Trump under the bus: Dr. Anthony Fauci Tells Al Sharpton He Warned Trump Admin in Mid to Late January “We Were in Real Trouble”from Coronavirus....His subsequent quotes on 2/29 &amp; 3/09 should disqualify him as an expert.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1249813855544328193
@ActivistPost Can we please just turn him off #FireFauci,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290384559348097025
@realDonaldTrump I see Fauci is no better at pitching than he is practicing medicine.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286460231078359042
"@annvandersteel I trust a child that’s quiet, alone in another room more than I trust Fauci.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1278074491202154498
"Please @TuckerCarlson invite Dr. Stella Immanuel on your show very soon... 

#FauciTheFraud",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289779531742683137
@CNNPolitics No. Fauci is on the cover of magazines acting like America’s next top model. He’s a lying agent of chaos.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283772814286299136
"#DrFauci wants fear.

Fear makes people stay home. It lessons herd immunity and prolongs the whole cycle. 

That damages the economy more and hurts POTUS. 

Then Dems come riding to the “rescue” with this digital certificate/mandatory vaccine BS. #coronavirus #Covid_19 #COVIDー19",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1249411451841888260
"#DrFauci is now featured on every Trump Covid-19 Shitshow. He seems to be loving the exposure. He's starting to give Trump blow jobs, too. Perhaps someone should give him Rick Wilson's admonition.

I don't trust cheerleaders, even those with a trustworthy history.  #Covid19",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1238870125475852288
"@shango_strong @robizee @DeAnna4Congress @RandPaul Fauci is bought and paid for. There is nothing he is going to bring to the table that will benefit this country or the people in any way, shape, or form. #COVID19 #EnoughIsEnough",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1260361757186576394
"@thehill This either idiot or liar.  You have to pick one, is a joke. So serious but he is on the news, doing cover shoots and throwing out baseballs at openers?? If this was so serious he would be locked in his house. But he isn’t. He rips off his mask after every interview",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286150758900080642
"#HCQzinc4prevention 

#HCQWorksFauciKnewIn2005 

#HCQWorks

Even Freud Fauci said today that hydroxychloroquine is not effective",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289933693545373696
"@thehill Now talk about how his royal highness, Dr. Fauci, was MASKLESS in the stands at the Nationals game yesterday...sitting shoulder to shoulder with other maskless friends.  You people are pathetic.  #Hypocrites",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286707870420041728
I could use everyone’s help!!! My small city in Iowa is trying 2 shut down &amp; the ERs r EMPTY! @CityOfDubuque @dbqschools @KCRG U R NOT LOCKING US DOWN &amp; CLOSING SCHOOLS W/OUT A FIGHT! #MAGA #KAG #WWG1WGA_GLOBAL #Patriots #PatriotsUnited #America #Iowa #COVID19,fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289734414210150403
"America has a 50% obesity rate that is increasing daily, while the Kung Flu has a mortality rate of 0.2% that is decreasing daily.  Yet these covidiots insist on keeping gyms closed and your faces masked. #coronahoax #scamdemic #plannedemic #masksdontwork #covidiot",fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1281579134804795393
"I knew a half a second after seeing #DrFauci that he would be a darling to the media and the clueless lemming crowd.
I don't necessarily have a problem with the guy but he flat out told you that he lied about masks. 

That cost how many thousands of lives?

Some of you are dumb.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1276571987327037442
@drdavidsamadi @TheDamaniFelder I wish they would replace Fauci with you!!,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1281355116499673090
"@hickorymtnman @magaxxoo Sickening!
CRUSH The Covid-19 Swamp! 
@TheDemocrats #Globalists #CCP #XiJinping @WHO @UN @georgesoros @BillGates",fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1247256900896350208
:thinking_face:I think #LawAndOrderNow in the nation pretty well surpasses #DrFauci #COVID19.  I don't know why Trump hasn't directed a stronger response to the #protests--now a FRONT for #DomesticTerrorism.  But if I agree Trump hasn't led well here...just imagine #SleepyJoeBiden as POTUS:bangbang:,fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1276634283965284353
"@John_Sevigny We are finished with Fauci. 

We are finished with him dictating the future of America and our freedoms.

We are finished with his 24/7 fear porn and false projections.

And he STILL has yet to mention the most common sense ways to boost your immune system.

Seriously,",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282644715289169920
@shaunking And yet #randpaul couldn’t be more right. Fauci cannot and is not the one overarching decision maker with a disease we’ve never seen and still are trying to figure out. Let’s not pretend his history is spotless sorry #DrFauci #COVID19 #randpaul,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1260242047056953344
@realDonaldTrump Take them down.  Big pharma and their paid representatives are killing Americans by the thousands every year.  Your buddy Fauci was against the cure for Covid from the beginning and now tens of thousands of dead Americans are on his hands.  They put profit over health.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290649686039244800
"@emilia_suze @TrumpLadyFran @gatewaypundit What a great idea! Fauci deserves basement time with Biden!
#NeverBiden
#TrojanHorseBiden
#FauciFraud",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289817317757423616
"@SailFree @TomFitton Even #Fauci #FlipFlopped on #WearAMask.  First, he said not to ... they're not necessary.

#FlipFlop
#DrFauci",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1278122852630310913
@realDonaldTrump People need to get their haircut and nails done. You're ridiculous!! I'm not voting for you !! You have completely lost your conservative values. You need to fire #DrFauci . You need to be mad at #DrFauci @VP @FoxNews #COVID19,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1253455395181473794
"@CathyJoeGPT @chuckwoolery He advised against travel ban from China early. Thank goodness Trump has great instincts. 

Says Masks don’t work. Then says wear a mask, Even though it’s a fact that surgical masks (much less cotton covers) don’t block #ChinaVirus - read the warning on the box.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1283226205064437763
"@bpolitics #DrFauci belongs in jail or a retirement home; not lying before #Congress :woman_facepalming:

#COVID19",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1260274847029948416
".@realDonaldTrump .@VP Mr. President. You boxed yourself into a corner. We elected u! Not unelected, #DemocratOps w/ a political agenda like #DrFauci &amp; #DrBirx (Who caught too much heat last wk, so she buckled) to undermine u &amp; crush our #Economy!

#CoronaVirusTaskForce #COVID19",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1244738242106228737
"I’m guessing now that after the riots with their mass gatherings are over it signals that the coronavirus lockdown has ended and everyone is going back to work?
#COVID19 
#DrFauci 
#COVID 
#California",fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1268024305528389632
"@Slate Fauci is a total Fraud. 

We can't show up to work with our jobs, but destroying them is fine",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289938392029908992
@DrEricDing Lmao aerosol can go up to 12-15 feet so it's dumb anyways. Masks aren't even proven to work. And to top it all off the CDC inflates deaths. We have two known treatments #HydroxycholoroquineWorks,fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1290837218748235779
"@realDonaldTrump @CDCgov @VP #DrFauci in retrospect, do think it would have been a good idea to just lie  &amp; say Covid-19 was like “The Happening”? Be nice to plants, social distance &amp; those actors the nut jobs talk about that stage mass shootings could just pretend to drop dead.",fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1268750657433088002
"@RealJamesWoods @SandyTRUMP2020 Good ol Fauci back at it....

Cameras on = mask on
Cameras off = mask off

His excuse this morning “I was dehydrated” :joy::rolling_on_the_floor_laughing:",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286777965813145600
"@CNNPolitics Fauci is a fraud. He said coronavirus was nothing to worry about. Then said masks are harmful. Then said masks should be mandatory. Then said everything needs to be shut down. He also gave money to the Wuhan lab that released the virus.  

#FireFauci",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282773566358986757
"@BuckSexton We have been “knee deep” for months except for a few weeks when the riots cured Covid, you fraud @DrAnthonyF",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1280639068683022337
"Thanks for spurring a lockdown that led to millions losing their jobs and govenrment pumping ridiculous amounts of money to the economy.

When we go through our Weimar hyper inflation phase, just remember to thank fauci",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283766685980405760
"""Wearing a mask actually activates your own viruses."" ~ Dr. Judy Mikovits

#CoronavirusUSA #facemasks #propoganda #Fauci",fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1258037076316037121
Fauci shoulda been discarded by the president 4 months ago. Listening to him might be the biggest mistake of his presidency,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282504859640446982
"so let me get this straight

#DrFauci told us masks dont work.

#DrFauci told us masks do work.

#DrFraudFauci admitted he is a liar.

Dr. Fauci can kick rocks.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1278306018150268928
@DeAnna4Congress Dr Fauci is an f ing fraud.  #FireFauci,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289721714109108225
@2ndfor1st @debnantz #FireFauci he is not working int he best interest of the health and well-being of Americans. He is closely tied to industry and doesn't speak of #vitaminc which is being used in China and NYC to cure. #coronavirus,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1247927859102076930
"@360_Secure @JohnSoros2 @PokerPolitics @fema @HHSGov @CDCgov When #DrFauci explicitly stated that the American people shouldn’t worry about #Coronavirus on Jan 21, #Trump should have done what by Jan 31?  When should Trump have ignored Fauci and instituted an international lockdown?  When should Trump have locked down the planet?",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1246981095855439872
@DrTessaT He’s a squirrelly little man who needs to make his mark in life.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1277088150045818881
"@EpochTimes And here he is with a mask on butt his nose uncovered.

 Do as I say and not as I do",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286811854753464320
"@WhiteHouse @LouDobbs @realDonaldTrump @EsperDoD @SecPompeo time to take down the coup attempt

#coronavirus #BillGatesVirus #billgates #DrFauci",fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1259269328915976192
"@ddale8 I’m sorry, but Dr. Fauci (and Dr. Birx) are being purposely misleading and unclear and that is very dangerous and will kill Americans. #DrFauci #DrBirx #COVID19 #CoronaVirus #COVIDー19",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1245111062078218240
"#TrumpPressBriefing

'Trump's May 1 target too optimistic for U.S. coronavirus reopening, Fauci says'

#DrFauci scourged himself yesterday to try and appease Kim Jong-Trump but today he's trying to get in trouble again by the looks of it!",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1250173914002620416
"@kylegriffin1 A realist knows that dying from this virus, if healthy, is less than .0065%. An alarmist demands we mask up and creates divide and promote scare tactics...oh...and throws out the first pitch at the Nationals game. #FireFauci",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285636050015133696
@realDonaldTrump Time to Fire Fauci as he keeps lying to the public!,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289635118508920836
@dma4him @1_kamamul Whaddaya call a guy who graduates medical school at the bottom of his class and steals a paper to win a Nobel Prize for AIDS research? @DrJudyAMikovits,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1280742198296838144
@ProjectLincoln @emulvey2001 @DrJudyAMikovits taught us what kind of person #Fauci really is. #Plandemic #FauciTheFraud,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283405858072866817
@CBSNews Fauci is a fraud and a liar. He’s an actor that’s only out for fame and fortune.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289669483217350656
"I 100% refuse to take a COVID-19 vaccine. You cannot make me. And if you think you can you can fuck yourself :blush:
Fuck you #BillGates fuck you ",fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283486925668651009
"@DebbieEmge @journopixs @ProjectLincoln Of course, he is looking for legacy and the millions he will make on a vaccine, that won't work.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282668094046048258
"@TPPatriots He had an excuse, he wanted a drink of water, it's ok to take your mask off for that!

But is it ok to sit so close?
Is it ok to wear a mask when throwing a pitch?

What kind of example is Fauci?

#Maskgate #Maskhole",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287561333207162880
"#DrFauci hopes baseball season can happen for the country’s “mental health.” Meanwhile, the 68,000k dead Americans more than fill a baseball stadium.  That is messing up my mental health. #coronavirus",fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1257135264901877769
For telling us that masks don't work..,fauci,AGAINST,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1283723493138477056
"@RealRomaDowney Wow talk about taking advantage of your privilege
Dr Fauci is full on in this for himself
What a Fraud",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286510828070477825
@SheepDuster Oopsie...Forked tongue #Fauci speaks some truth while pushing @BillGates &amp; @WHO  #COVID19 vaccines 4 all #CrimesAgainstHumanity #arrestbillgates,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1251868575674990592
Fauci’s Science isn’t science it’s his fucking opinion why is he the god we listen to? are there no other opinions that warrant consideration? #Fauci #DrFauci #FireFauci #FauciFraud #science #ChinaVirus #COVID19 @marklevinshow,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1260385077713711104
Cmon #DrFauci how’s the “curve blunting” going? #coronavirus #COVID19 @CNN - doesn’t look promising given current numbers.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1240505258670841856
@Barnes_Law And suicide drug addictions - isolation is a killer. When in the history of our country have healthy people been locked down? #Fauci,fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289733462816165888
"@OrangeCoFL @OCFLMayor :thinking_face:Fauci published on 3/26 (NEJM) that Covid-19 ""more akin to a severe seasonal flu""

:face_with_raised_eyebrow:Yet advises all states shutdown 3 days later?

:imp:He's also on the Leadership Council of the Gates Foundation

:clown_face:He's a FRAUD -",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1257495779931021312
"@MarkSimoneNY @sap_togo @RandPaul  is an Ophthalmologist with a Medical Degree. Rand Paul could give the president better advice about Covid-19 than ""Dr."" Fauci, a Deep State career-politician swamp-creature who has never practiced actual medicine!",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1249750276157964288
"When will WHO, CDC, FAKENEWS and all these morons admit they made mistakes on the CHINA VIRUS? @DonaldJTrumpJr @MAGA @KAG @NRA @RNC @DNC @FoxNews @CNN #TrumpTrain2020 #COVID19 #CoVFeFe @JoeBiden @JoyAnnReid @donlemon #Thugs",fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1268248859509248006
"@Hooahtime @evsanson @JonathanTurley @GStephanopoulos @ABC ... re: lying, I'm saddened witnessing Step 2 of #DrFauci's #Plandemic.  That of claiming that kids, previously left uninjured by #Covid19 are now, according to New York gov. #Cuomo, dying due to a new Covid19 derivative = We can't open schools.  But, we can pay union teachers...",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1259517065108451328
@Phreadys I trust a scorching case of Herpes more than Fauxci.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289992417379328000
"@MarketWatch Please, find this guy a nice retirement home somewhere (not in New York, I’m not vindictive). His advice has been inconsistent and often terrible.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281656028803858433
@chuckwoolery Easy for Dr Fauci to shut us down. He’s still getting a pay check   I say cut him off form his pay.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281423566811074563
"@Barnes_Law I am certainly not shocked by this news. 
#FauciFraud",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1278005896828923904
@RandPaul Thank you Rand. You were spot on yesterday! Dr. Fauci is not the be all end all in medical “expertise” and has been wrong on so many counts. I believe it’s time for the American people and government to hear from other medical sources on the COVID subject. #FireFauci,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1278362426128257024
"#DrFauci an anti Trumper inciting panic "" #coronavirus ten times more lethal than the flu 
The flu has already killed 10,000 across US as world frets over coronavirus death rate among infants highest in 17 yrs.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237773604508459008
"Fauci is pathetic. He makes me sick. Liar, fraud, clintonian",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1280335470065602561
